timestamp,x,y,z,w
1501624801097900,-0.126587,0.582275,-0.707214,-0.380493
1501624801120917,-0.126465,0.582153,-0.707275,-0.380676
1501624801135957,-0.126282,0.582031,-0.707275,-0.380859
1501624801159944,-0.126282,0.582031,-0.707275,-0.380859
1501624801181017,-0.126282,0.582092,-0.707214,-0.38092
1501624801196115,-0.126404,0.58197,-0.707336,-0.38092
1501624801220101,-0.126404,0.58197,-0.707336,-0.38092
1501624801265135,-0.126404,0.58197,-0.707336,-0.38092
1501624801267106,-0.126404,0.581909,-0.707336,-0.38092
1501624801280146,-0.126343,0.581909,-0.707336,-0.38092
1501624801302159,-0.126343,0.581909,-0.707336,-0.38092
1501624801317171,-0.126343,0.581909,-0.707336,-0.38092
1501624801339196,-0.126343,0.581909,-0.707336,-0.38092
1501624801383247,-0.126343,0.581909,-0.707336,-0.38092
1501624801393256,-0.126343,0.581909,-0.707397,-0.38092
1501624801400207,-0.126343,0.581909,-0.707397,-0.38092
1501624801421386,-0.126343,0.581909,-0.707336,-0.38092
1501624801437344,-0.126099,0.58197,-0.707397,-0.380859
1501624801458414,-0.125732,0.58197,-0.707458,-0.380859
1501624801481429,-0.12561,0.581909,-0.707581,-0.380737
1501624801497409,-0.125549,0.581909,-0.707581,-0.380737
1501624801518400,-0.125366,0.58197,-0.70752,-0.380798
1501624801541472,-0.125366,0.58197,-0.70752,-0.380798
1501624801557451,-0.125488,0.581848,-0.70752,-0.380981
1501624801578499,-0.125427,0.58197,-0.707336,-0.381165
1501624801601570,-0.125671,0.581909,-0.707214,-0.381348
1501624801617607,-0.125977,0.581787,-0.707214,-0.38147
1501624801638654,-0.125977,0.581787,-0.707214,-0.38147
1501624801661670,-0.125977,0.581787,-0.707214,-0.38147
1501624801677624,-0.125977,0.581787,-0.707214,-0.38147
1501624801698697,-0.125977,0.581787,-0.707214,-0.38147
1501624801721824,-0.125977,0.581787,-0.707214,-0.38147
1501624801736780,-0.125671,0.581726,-0.707336,-0.381409
1501624801759819,-0.125244,0.581848,-0.707275,-0.38147
1501624801781919,-0.124939,0.581909,-0.707275,-0.381592
1501624801796960,-0.124817,0.581726,-0.707458,-0.381592
1501624801819946,-0.124756,0.581726,-0.707458,-0.381592
1501624801841992,-0.124756,0.581665,-0.707458,-0.381592
1501624801864040,-0.124695,0.581665,-0.707581,-0.381531
1501624801880127,-0.12439,0.581726,-0.707581,-0.38147
1501624801901244,-0.124329,0.581726,-0.707581,-0.38147
1501624801924272,-0.124573,0.581665,-0.707642,-0.381409
1501624801940261,-0.124817,0.581726,-0.70752,-0.381409
1501624801961331,-0.125,0.581726,-0.707397,-0.381592
1501624801984317,-0.125061,0.581726,-0.707275,-0.381775
1501624801999356,-0.125061,0.581726,-0.707275,-0.381775
1501624802021372,-0.125061,0.581726,-0.707275,-0.381775
1501624802044386,-0.124756,0.581787,-0.707275,-0.381897
1501624802059397,-0.124329,0.581604,-0.707397,-0.382019
1501624802081385,-0.123779,0.58136,-0.707764,-0.381836
1501624802104371,-0.122803,0.581421,-0.707947,-0.381714
1501624802119381,-0.121643,0.581543,-0.708008,-0.381775
1501624802140397,-0.12085,0.581421,-0.708191,-0.381836
1501624802164445,-0.120422,0.581177,-0.708496,-0.381836
1501624802179536,-0.120239,0.580994,-0.708557,-0.382019
1501624802200559,-0.120239,0.580811,-0.708557,-0.382324
1501624802223624,-0.120422,0.580688,-0.708496,-0.382568
1501624802239607,-0.120789,0.580627,-0.708435,-0.382751
1501624802260653,-0.121399,0.580322,-0.708496,-0.382874
1501624802283609,-0.121948,0.580261,-0.708496,-0.382751
1501624802299652,-0.122375,0.580383,-0.708435,-0.382568
