timestamp,x,y,z
1501625082555756,0.125,0.5,-0.5
1501625082580774,0,0.1875,-0.5
1501625082595772,0.1875,0,-0.8125
1501625082615785,-0.1875,-0.25,-1.375
1501625082640803,-0.25,0,-1.4375
1501625082655815,-0.25,0.125,-1.5625
1501625082700859,-0.3125,0.375,-1.5625
1501625082707863,-0.375,0.3125,-1.5
1501625082716856,0,0.5,-1.25
1501625082735883,0.3125,0.5625,-0.9375
1501625082760901,0.125,0.375,-0.375
1501625082775899,0.0625,0.25,0.125
1501625082818942,0.0625,0.5625,-0.1875
1501625082819943,-0.375,0.4375,0.4375
1501625082832952,-0.25,-0.0625,0.3125
1501625082855968,0.25,-0.1875,0.3125
1501625082878984,0,-0.25,0.5625
1501625082892995,-0.0625,0.125,0.125
1501625082916011,-0.1875,0.1875,0.1875
1501625082939026,0.25,0.6875,0
1501625082953036,0.25,0.8125,-0.4375
1501625082976039,-0.125,1.0625,-0.3125
1501625082999069,0.0625,0.6875,-0.0625
1501625083013080,0.5,0.1875,-0.1875
1501625083036095,0.1875,0.25,0
1501625083059136,0.125,0.0625,0.5
1501625083073108,-0.1875,0,-0.1875
1501625083096139,-0.375,0.125,0.125
1501625083119158,0.25,0.1875,-0.25
1501625083133166,0.125,0.4375,-0.1875
1501625083156184,-0.1875,0.6875,-0.375
1501625083178182,-0.25,0.375,-0.3125
1501625083193203,0.625,-0.0625,-0.0625
1501625083216222,0.1875,0.0625,-0.125
1501625083238237,-0.3125,-0.25,0.1875
1501625083253236,0.5,-0.5,0.375
1501625083276262,0.6875,-0.5625,0.4375
1501625083298280,-0.125,-0.25,0.3125
1501625083313295,-0.4375,-0.1875,0.125
1501625083336307,-0.6875,0.0625,-0.4375
1501625083358334,-1,1,-0.5
1501625083373333,-0.5625,1.75,-0.5
1501625083396349,-0.4375,2.25,-0.75
1501625083418364,-0.625,2,0
1501625083441381,0.5,1.4375,0.125
1501625083456391,0.125,0.8125,0.5
1501625083478407,-0.4375,0.3125,0.5625
1501625083501422,-0.0625,-0.0625,0.6875
1501625083516434,0.0625,-0.25,0.8125
1501625083538450,-0.0625,-0.25,0.5625
1501625083561465,-0.125,-0.3125,0.5625
1501625083575462,-0.0625,-0.375,-0.25
1501625083598492,0.0625,0,-0.4375
1501625083621508,-0.0625,0.25,-0.375
1501625083636505,-0.5,0.3125,-0.5625
1501625083658522,0,0.25,-0.25
1501625083681550,-0.4375,0.5,-0.25
1501625083696548,-0.0625,0.3125,0.1875
1501625083718577,-0.0625,0.1875,-0.125
1501625083741579,-0.125,0.0625,0.1875
1501625083755604,-0.375,-0.3125,-0.1875
1501625083778618,0.0625,-0.5,-0.1875
1501625083801621,0.0625,-0.4375,-0.125
1501625083816645,-0.375,-0.5,-0.3125
1501625083838661,0.125,-0.1875,-0.1875
1501625083861677,-0.5,0.25,-0.375
1501625083876690,-0.0625,0.4375,-0.1875
1501625083899705,-0.0625,0.4375,-0.375
1501625083920705,-0.0625,0.4375,0.125
1501625083936723,0.3125,0.25,0.0625
1501625083959747,0,-0.0625,0.4375
1501625083980761,0.5625,0,0.375
1501625083996763,0.5625,-0.25,0.125
1501625084019788,0.1875,-0.5625,0.1875
1501625084040803,0.625,-0.875,-0.25
1501625084056803,0.875,-0.75,-0.1875
1501625084079818,0.0625,-0.9375,-0.125
1501625084100846,0.125,-0.5625,-0.0625
1501625084116851,0.25,0.25,0.4375
1501625084139900,-0.375,0.5625,0.25
1501625084160930,-0.0625,0.9375,0.5625
1501625084176901,-0.4375,1.1875,-0.25
1501625084199919,-0.4375,1.1875,-0.25
1501625084220973,-0.0625,0.875,-0.5
1501625084236931,-0.1875,0.5,-0.5625
1501625084259962,-0.5,-0.25,-0.6875
1501625084281016,-0.375,-0.5625,-0.75
1501625084296987,-0.3125,-0.6875,-1.0625
1501625084319989,0,-0.625,-0.625
1501625084341060,-0.0625,-0.125,-0.5625
1501625084357024,0.125,0.25,-0.0625
1501625084380032,-0.3125,0.8125,0.375
1501625084401065,-0.0625,1.0625,0.875
1501625084417057,-0.1875,1.1875,1.0625
1501625084440169,-0.0625,1.125,0.9375
1501625084461188,-0.3125,0.875,0.4375
1501625084477187,-0.5,0.6875,0.25
1501625084500211,-0.0625,0.625,-0.125
1501625084521266,-0.0625,0.1875,-0.375
1501625084537230,-0.0625,-0.1875,-0.3125
1501625084560252,-0.25,-0.3125,-0.375
1501625084581273,-0.0625,-0.3125,-0.1875
1501625084604285,-0.125,-0.375,-0.0625
1501625084620296,-0.0625,0,0.125
1501625084641376,-0.0625,0.375,0.25
1501625084663446,0,0.4375,0.25
1501625084679405,0.25,0.625,0.4375
1501625084701472,-0.5,0.75,0.4375
1501625084723490,0,0.375,0.0625
1501625084739448,-0.125,0.1875,-0.0625
1501625084761516,0,-0.125,-0.1875
1501625084783530,-0.0625,-0.4375,-0.4375
1501625084799491,-0.0625,-0.375,-0.5625
1501625084821558,-0.125,-0.1875,-0.3125
1501625084843573,-0.375,0.0625,-0.375
1501625084859529,0.1875,-0.1875,-0.125
1501625084882548,0.0625,0.5625,-0.5625
1501625084903616,-0.5,0.8125,-0.1875
1501625084919587,-0.1875,1.1875,0
1501625084942591,-0.3125,0.625,-0.5
1501625084963603,-0.1875,0.5625,0.25
1501625084979630,0.1875,0.3125,0.0625
1501625085002633,-0.0625,-0.0625,-0.0625
1501625085023700,-0.0625,-0.1875,0
