timestamp,x,y,z
1501623863507331,0.633789,-0.689941,0.334961
1501623863522342,0.631348,-0.708984,0.340332
1501623863547360,0.635742,-0.716797,0.336914
1501623863567374,0.633301,-0.72168,0.336914
1501623863582383,0.625,-0.731934,0.336914
1501623863607402,0.623535,-0.729004,0.333008
1501623863652435,0.616699,-0.739746,0.338867
1501623863653435,0.620605,-0.746094,0.329102
1501623863667445,0.620117,-0.754395,0.34082
1501623863687459,0.615723,-0.751953,0.343262
1501623863703468,0.616211,-0.743164,0.331543
1501623863727486,0.602539,-0.73584,0.330078
1501623863769517,0.608887,-0.735352,0.335938
1501623863779524,0.619629,-0.725586,0.32959
1501623863785528,0.627441,-0.728516,0.330078
1501623863807544,0.632324,-0.733887,0.330078
1501623863823555,0.625977,-0.720703,0.320801
1501623863844570,0.620605,-0.720703,0.314941
1501623863867586,0.626953,-0.736328,0.307617
1501623863883598,0.622559,-0.734863,0.318848
1501623863904611,0.615723,-0.726563,0.329102
1501623863927627,0.618652,-0.735352,0.328125
1501623863943640,0.616211,-0.725586,0.323242
1501623863964655,0.61377,-0.734375,0.337402
1501623863987671,0.616699,-0.728027,0.330566
1501623864003682,0.612793,-0.743164,0.32373
1501623864024697,0.619629,-0.745605,0.333008
1501623864047713,0.611328,-0.735352,0.333984
1501623864063723,0.615234,-0.745605,0.338379
1501623864084739,0.614746,-0.72998,0.324707
1501623864107753,0.614746,-0.73584,0.324219
1501623864123766,0.623047,-0.729492,0.326172
1501623864144782,0.614746,-0.717285,0.323242
1501623864167797,0.616699,-0.731445,0.329102
1501623864183809,0.616699,-0.738281,0.325195
1501623864205825,0.619141,-0.730957,0.330566
1501623864227841,0.618652,-0.735352,0.320313
1501623864243852,0.615234,-0.738281,0.325684
1501623864265867,0.612793,-0.739258,0.335449
1501623864287883,0.615723,-0.733887,0.329102
1501623864303894,0.617188,-0.735352,0.331055
1501623864325910,0.611816,-0.732422,0.330078
1501623864347925,0.612305,-0.733398,0.325195
1501623864363937,0.618652,-0.733887,0.328613
1501623864385952,0.612793,-0.731445,0.327637
