timestamp,x,y,z,w
1501623333076537,0.124817,0.576294,-0.515686,-0.621582
1501623333091561,0.125061,0.576294,-0.515503,-0.621704
1501623333116579,0.125427,0.57605,-0.515442,-0.621948
1501623333136578,0.125854,0.575562,-0.515503,-0.622253
1501623333161610,0.126282,0.575195,-0.515503,-0.622437
1501623333176621,0.126648,0.574829,-0.515625,-0.62262
1501623333196635,0.126953,0.574646,-0.515503,-0.622803
1501623333236663,0.127258,0.574524,-0.515503,-0.622864
1501623333237650,0.12738,0.574524,-0.515442,-0.622864
1501623333251675,0.12738,0.574524,-0.515442,-0.622864
1501623333271688,0.127441,0.574707,-0.515442,-0.622742
1501623333296692,0.127258,0.574951,-0.515381,-0.622559
1501623333311702,0.126892,0.575256,-0.515381,-0.622437
1501623333353732,0.126709,0.575562,-0.515259,-0.622253
1501623333363753,0.126709,0.575562,-0.515259,-0.622253
1501623333369744,0.126709,0.575562,-0.515259,-0.622253
1501623333391775,0.126709,0.575623,-0.515259,-0.622253
1501623333413789,0.127014,0.575623,-0.515015,-0.622314
1501623333428799,0.127441,0.575623,-0.514771,-0.622498
1501623333458807,0.127991,0.575439,-0.514465,-0.622742
1501623333473817,0.128479,0.575073,-0.514465,-0.622986
1501623333488827,0.128784,0.574829,-0.514404,-0.62323
1501623333511858,0.128967,0.574585,-0.514343,-0.623474
1501623333533873,0.129089,0.574402,-0.514343,-0.623596
1501623333548884,0.12915,0.57428,-0.514221,-0.62384
1501623333571900,0.129211,0.574097,-0.51416,-0.624023
1501623333593916,0.129456,0.574097,-0.513977,-0.624084
1501623333608912,0.129456,0.574097,-0.513977,-0.624084
1501623333631928,0.129578,0.574097,-0.513855,-0.624207
1501623333653958,0.129578,0.574097,-0.513855,-0.624207
1501623333669955,0.129578,0.574097,-0.513855,-0.624207
1501623333691972,0.129578,0.574097,-0.513855,-0.624207
1501623333714000,0.129578,0.574097,-0.513855,-0.624207
1501623333738003,0.129578,0.574097,-0.513794,-0.624207
1501623333752014,0.129883,0.574219,-0.51355,-0.624268
1501623333774043,0.130188,0.574219,-0.513428,-0.624329
1501623333790040,0.130432,0.574097,-0.513367,-0.62439
1501623333812070,0.130615,0.573914,-0.513428,-0.624512
1501623333834071,0.130798,0.573792,-0.513428,-0.624573
1501623333850084,0.130798,0.573792,-0.513428,-0.624573
1501623333872112,0.130859,0.57373,-0.513428,-0.624573
1501623333894128,0.130493,0.573486,-0.513733,-0.624634
1501623333910127,0.130066,0.573608,-0.513794,-0.624573
1501623333932155,0.129883,0.573914,-0.513672,-0.624451
1501623333954170,0.129578,0.574158,-0.51355,-0.62439
1501623333970169,0.129578,0.574158,-0.51355,-0.62439
1501623333991198,0.129578,0.574158,-0.51355,-0.62439
1501623334014212,0.129517,0.574158,-0.51355,-0.62439
1501623334037214,0.129822,0.574097,-0.513428,-0.624451
1501623334051224,0.130127,0.574036,-0.513367,-0.624512
1501623334074256,0.130371,0.573853,-0.513428,-0.624573
1501623334097271,0.130615,0.573792,-0.513306,-0.624695
1501623334111282,0.130859,0.573669,-0.513184,-0.624878
1501623334134298,0.130981,0.573547,-0.513062,-0.625
1501623334156299,0.130981,0.573547,-0.513123,-0.625
1501623334171309,0.130981,0.573547,-0.513123,-0.625
1501623334194340,0.130981,0.573547,-0.513123,-0.625
1501623334216355,0.130981,0.573547,-0.513123,-0.625
1501623334231366,0.130981,0.573547,-0.513123,-0.625
1501623334254383,0.130981,0.573547,-0.513123,-0.625
1501623334276398,0.130981,0.573547,-0.513123,-0.625
1501623334291409,0.13092,0.573547,-0.513062,-0.625
1501623334314412,0.13092,0.573547,-0.513062,-0.625
1501623334336440,0.13092,0.573547,-0.513062,-0.625061
1501623334352440,0.13092,0.573547,-0.513062,-0.625061
1501623334375468,0.130981,0.573547,-0.513123,-0.625061
1501623334396484,0.130737,0.573547,-0.513123,-0.625061
1501623334412498,0.130493,0.573608,-0.513123,-0.625
