timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1501623919463110,1,2,-2,1,1,28,61,6
1501623919463110,-10,-18,-9,-7,-1,-11,-36,-10
1501623919464082,2,16,6,0,-6,4,35,-6
1501623919464082,4,-5,-1,0,0,-3,15,15
1501623919468116,-1,-1,1,-1,-5,-23,-30,0
1501623919468116,-6,-16,-9,-6,3,11,-8,-6
1501623919471095,7,6,2,-2,-9,-31,-55,1
1501623919471095,-2,-3,3,5,6,6,-16,-7
1501623919474131,-6,20,-4,-6,-8,-16,-74,-8
1501623919474131,9,22,10,5,2,14,30,8
1501623919490101,-1,-5,-4,2,2,-20,-19,-3
1501623919490101,9,2,-1,-2,2,3,28,9
1501623919497116,11,-2,6,6,5,9,-45,9
1501623919497116,-11,13,4,-1,-10,-32,-24,-14
1501623919505111,5,-10,-4,-1,6,20,25,9
1501623919505111,-4,-3,-6,-3,-4,-2,14,-10
1501623919512147,-15,-30,-7,0,2,-6,-32,-11
1501623919512147,-4,2,-1,1,0,3,10,1
1501623919530136,0,-1,-1,-3,-4,5,31,5
1501623919530136,-7,-5,-5,0,0,-30,-26,-13
1501623919534163,1,-10,-3,-4,1,19,11,15
1501623919534163,-1,7,4,-1,-5,10,73,3
1501623919580175,-4,1,-6,-4,-1,-1,-4,-11
1501623919580175,10,16,4,0,-2,-12,1,2
1501623919581166,-3,8,5,3,2,9,-11,1
1501623919581166,7,10,4,2,2,16,33,2
1501623919582194,-5,-1,2,4,6,17,7,7
1501623919582194,5,-7,-4,-3,-4,-15,71,20
1501623919583173,-2,-4,3,2,1,-6,-21,4
1501623919583173,4,8,-8,-7,-6,-6,-3,5
1501623919593234,-2,7,5,-2,-1,1,31,6
1501623919593234,15,8,-3,-4,-4,-3,-30,1
1501623919601298,3,5,4,7,7,-3,16,6
1501623919601298,-7,-11,-12,-7,-8,-33,-88,-11
1501623919610298,1,-8,-1,-2,1,3,-33,2
1501623919610298,-15,-11,-6,-3,-3,-2,-25,-16
1501623919624291,2,-5,2,3,1,16,25,2
1501623919624291,-12,1,-2,1,0,-5,-25,-21
1501623919631342,11,2,0,2,2,-14,-45,3
1501623919631342,-11,-1,4,3,0,5,-12,-5
1501623919638351,-1,0,-8,-7,-7,-20,-25,-8
1501623919638351,-3,-4,6,7,6,5,34,-2
1501623919653328,6,-20,-12,-3,-2,1,98,18
1501623919653328,-18,-21,-5,-5,-3,9,-35,-15
1501623919661365,5,23,5,0,-5,-14,-5,3
1501623919661365,-3,-2,-2,-2,-1,0,-1,-5
1501623919670320,-6,-8,-2,2,2,8,-8,-2
1501623919670320,0,-4,-2,-2,-5,-16,-8,1
1501623919684350,-6,-1,-1,3,8,21,17,-2
1501623919684350,4,3,8,4,0,-6,5,0
1501623919691386,3,11,4,1,-2,-6,-33,-1
1501623919691386,-3,2,-2,1,2,-10,3,2
1501623919698390,-1,-4,-3,-3,0,20,-50,-6
1501623919698390,-8,-12,-8,-9,-4,10,15,2
1501623919713400,0,-5,-4,-4,-4,-3,-3,-5
1501623919713400,10,29,8,7,10,-4,-27,4
1501623919720526,-4,-8,-3,-4,-4,-6,8,-2
1501623919720526,15,12,0,0,4,8,-16,5
1501623919729585,-4,-6,4,5,-4,-4,9,-7
1501623919729585,1,6,-1,-1,1,8,10,0
1501623919744595,2,-19,-13,-8,-5,1,27,1
1501623919744595,0,-12,-2,4,-1,0,9,1
1501623919750576,-8,5,-2,-3,-5,10,-4,-9
1501623919750576,-6,-11,-2,-2,-5,2,39,-1
1501623919758606,9,18,2,-6,-2,-6,-4,-1
1501623919758606,-11,-11,2,3,3,-5,79,24
1501623919773616,8,14,-3,-5,-3,-36,-87,-7
1501623919773616,-2,-4,2,4,4,16,-19,5
1501623919780729,3,-5,-1,0,-1,4,10,5
1501623919780729,-2,12,2,-1,-3,0,-37,-11
1501623919789708,5,1,-3,1,3,5,-2,2
1501623919789708,6,-2,-2,2,8,20,20,-1
1501623919803688,0,10,4,2,-4,-21,-51,-5
1501623919803688,0,-19,-2,-1,0,9,50,1
1501623919812713,-12,0,0,-2,-2,6,28,1
1501623919812713,-3,-3,0,-3,-1,-1,5,2
1501623919818727,-4,-2,2,3,2,-24,-30,-7
1501623919818727,-3,1,-3,-4,-4,-5,-16,0
1501623919833771,4,4,5,6,3,11,49,5
1501623919833771,1,4,1,-1,-4,-7,-8,-3
1501623919840777,-9,-4,-4,-2,-7,-20,16,-5
1501623919840777,-11,-27,-10,-4,5,18,3,-1
1501623919849753,0,11,0,-6,-7,-3,-8,-7
1501623919849753,-7,5,3,2,-2,-11,-28,-7
1501623919863790,0,-6,-5,-4,-3,5,20,-6
1501623919863790,-1,-6,-5,-2,-3,-4,-20,-7
1501623919870873,-6,-2,-2,-2,-3,-14,-8,-7
1501623919870873,2,-6,2,3,-1,-11,-24,-3
1501623919878911,2,10,2,-2,6,23,2,-1
1501623919878911,2,5,-2,-4,-3,-10,-16,-1
1501623919893894,-26,-31,-8,-3,-4,-1,-19,-6
1501623919893894,19,18,2,1,-3,10,31,-1
1501623919900895,-11,-16,-8,-1,-3,-17,-12,-8
1501623919900895,9,17,8,4,0,-10,-3,4
1501623919909904,6,6,-2,2,6,0,29,4
1501623919909904,-14,-20,-13,-9,-8,-15,-1,-5
1501623919923944,-2,-4,-2,-4,-3,12,32,-2
1501623919923944,0,5,-1,1,0,-1,35,3
1501623919930946,-4,-3,2,-1,0,-3,-72,-6
1501623919930946,-6,-25,-8,-2,1,0,3,-3
1501623919938924,1,27,7,0,-3,-3,5,-6
1501623919938924,8,9,7,10,7,3,-12,9
1501623919953909,7,-2,-2,-2,-1,-2,-7,0
