timestamp,roll,pitch,yaw
1501622693738401,-1.09659,-0.623557,1.19644
1501622693761417,-1.09643,-0.624037,1.19617
1501622693783456,-1.09695,-0.6245,1.19541
1501622693798466,-1.09717,-0.624607,1.19437
1501622693822516,-1.0967,-0.624345,1.19322
1501622693843476,-1.09699,-0.62417,1.19245
1501622693858488,-1.09691,-0.624161,1.19208
1501622693912519,-1.0967,-0.624093,1.1911
1501622693915520,-1.09615,-0.623618,1.18959
1501622693927529,-1.0959,-0.62328,1.18789
1501622693944541,-1.09512,-0.62239,1.18577
1501622693964696,-1.09463,-0.621947,1.18403
1501622693995724,-1.09419,-0.621464,1.18243
1501622694002722,-1.09347,-0.621209,1.18113
1501622694038776,-1.09292,-0.620954,1.18011
1501622694048783,-1.09259,-0.620935,1.1791
1501622694062742,-1.09247,-0.620983,1.17907
1501622694083779,-1.09247,-0.620983,1.17907
1501622694106795,-1.09247,-0.620983,1.17907
1501622694122777,-1.09247,-0.620983,1.17907
1501622694143800,-1.09249,-0.621057,1.17909
1501622694166870,-1.09236,-0.621105,1.17906
1501622694182820,-1.09236,-0.621105,1.17906
1501622694203875,-1.09236,-0.621105,1.17906
1501622694226880,-1.09236,-0.621105,1.17906
1501622694250888,-1.09233,-0.621145,1.17893
1501622694263908,-1.09233,-0.621145,1.17893
1501622694285953,-1.09233,-0.621145,1.17893
1501622694302048,-1.09233,-0.621145,1.17893
1501622694323036,-1.09233,-0.621145,1.17893
1501622694346069,-1.09197,-0.621662,1.17826
1501622694362152,-1.0918,-0.621847,1.17751
1501622694383166,-1.09159,-0.622,1.177
1501622694406241,-1.09159,-0.622,1.177
1501622694422224,-1.09148,-0.622121,1.17699
1501622694443207,-1.09133,-0.622007,1.17684
1501622694466284,-1.0914,-0.622219,1.1772
1501622694482265,-1.09161,-0.622472,1.17769
1501622694503311,-1.0916,-0.622489,1.17817
1501622694526295,-1.0919,-0.622531,1.17857
1501622694542420,-1.09243,-0.622111,1.17891
1501622694563467,-1.09258,-0.622226,1.17906
1501622694585561,-1.09255,-0.622266,1.17893
1501622694602546,-1.09255,-0.622266,1.17893
1501622694624561,-1.0927,-0.622381,1.17908
1501622694645636,-1.09236,-0.621899,1.17855
1501622694662588,-1.09236,-0.621899,1.17855
1501622694684633,-1.09236,-0.621899,1.17855
1501622694705789,-1.09225,-0.622021,1.17854
1501622694722741,-1.09225,-0.622021,1.17854
1501622694744758,-1.09221,-0.622078,1.17888
1501622694765833,-1.09245,-0.622291,1.17951
1501622694782787,-1.09245,-0.622398,1.18009
1501622694804812,-1.09242,-0.622438,1.17996
1501622694825955,-1.09229,-0.622486,1.17993
1501622694841949,-1.09257,-0.622553,1.18011
1501622694864984,-1.09257,-0.622553,1.18011
1501622694885998,-1.09245,-0.622601,1.18008
1501622694908994,-1.09245,-0.622601,1.18008
1501622694924998,-1.09245,-0.622601,1.18008
1501622694946075,-1.09238,-0.622868,1.17972
1501622694962055,-1.09207,-0.623232,1.1793
1501622694985070,-1.09207,-0.623232,1.1793
1501622695006115,-1.09195,-0.62328,1.17927
1501622695022096,-1.09191,-0.62332,1.17914
1501622695045086,-1.09179,-0.623368,1.17911
1501622695066156,-1.09179,-0.623368,1.17911
1501622695082138,-1.09194,-0.623483,1.17927
1501622695105155,-1.09191,-0.623523,1.17913
1501622695126144,-1.09208,-0.623418,1.17882
1501622695148182,-1.09195,-0.623466,1.17879
1501622695165195,-1.09195,-0.623466,1.17879
1501622695186244,-1.09195,-0.623466,1.17879
1501622695208197,-1.09195,-0.623466,1.17879
1501622695225216,-1.09195,-0.623466,1.17879
1501622695246285,-1.09195,-0.623466,1.17879
1501622695268302,-1.09195,-0.623466,1.17879
1501622695285252,-1.09198,-0.623629,1.17891
1501622695306408,-1.09195,-0.623669,1.17878
1501622695328423,-1.09197,-0.623743,1.1788
1501622695344435,-1.09197,-0.623743,1.1788
1501622695365449,-1.09184,-0.623791,1.17877
1501622695388467,-1.09184,-0.623791,1.17877
1501622695405450,-1.09196,-0.623946,1.17879
1501622695425464,-1.09196,-0.623946,1.17879
1501622695448487,-1.09184,-0.623994,1.17876
1501622695464491,-1.09184,-0.623994,1.17876
1501622695485513,-1.09184,-0.623994,1.17876
1501622695508527,-1.09184,-0.623994,1.17876
1501622695524534,-1.09184,-0.623994,1.17876
1501622695547581,-1.09183,-0.624197,1.17875
1501622695568624,-1.09183,-0.624197,1.17875
1501622695584606,-1.09178,-0.624757,1.17849
1501622695607636,-1.09174,-0.624797,1.17836
1501622695628669,-1.09149,-0.625284,1.17819
1501622695644651,-1.09133,-0.625372,1.17803
1501622695667664,-1.09149,-0.625487,1.17818
1501622695688710,-1.09149,-0.625487,1.17818
1501622695704692,-1.09136,-0.625535,1.17816
1501622695727706,-1.09133,-0.625575,1.17802
1501622695749725,-1.09148,-0.62569,1.17818
1501622695764736,-1.09168,-0.625951,1.17798
1501622695787748,-1.09166,-0.625877,1.17796
1501622695808762,-1.09166,-0.625877,1.17796
1501622695824745,-1.0915,-0.625965,1.1778
1501622695847790,-1.09167,-0.626154,1.17797
1501622695868836,-1.09167,-0.626154,1.17797
1501622695884923,-1.09151,-0.626242,1.17781
