timestamp,roll,pitch,yaw
1501622253131035,-1.04077,-0.750054,0.615972
1501622253146041,-1.03993,-0.749754,0.614713
1501622253169057,-1.03945,-0.749207,0.613495
1501622253193103,-1.03815,-0.748556,0.612242
1501622253208114,-1.03685,-0.747944,0.610679
1501622253229159,-1.03621,-0.746897,0.609072
1501622253253171,-1.03549,-0.745873,0.60702
1501622253306322,-1.03448,-0.745221,0.60545
1501622253307274,-1.03312,-0.744865,0.604351
1501622253321304,-1.03194,-0.744695,0.603368
1501622253327308,-1.03132,-0.744742,0.602442
1501622253351297,-1.03121,-0.744678,0.602322
1501622253372352,-1.03081,-0.744671,0.602404
1501622253387350,-1.02986,-0.744885,0.602063
1501622253424372,-1.02936,-0.744814,0.602025
1501622253434384,-1.02936,-0.744814,0.602025
1501622253447417,-1.02885,-0.74465,0.601791
1501622253469381,-1.02803,-0.743999,0.60111
1501622253492406,-1.02722,-0.743655,0.60018
1501622253507435,-1.02696,-0.743129,0.599362
1501622253529427,-1.02637,-0.742496,0.598542
1501622253552495,-1.0252,-0.742034,0.597318
1501622253568479,-1.02417,-0.741487,0.596145
1501622253589470,-1.023,-0.741024,0.594924
1501622253612507,-1.0222,-0.740588,0.593807
1501622253627508,-1.02137,-0.7403,0.592758
1501622253648652,-1.02035,-0.740335,0.591922
1501622253672640,-1.02018,-0.740346,0.591862
1501622253687651,-1.01961,-0.740203,0.591186
1501622253708747,-1.01887,-0.7402,0.590334
1501622253731823,-1.01805,-0.740309,0.589229
1501622253747792,-1.01744,-0.740259,0.588117
1501622253768851,-1.0168,-0.740137,0.586995
1501622253791806,-1.01598,-0.740062,0.585504
1501622253807824,-1.01555,-0.739781,0.584377
1501622253828893,-1.01476,-0.73947,0.58315
1501622253851880,-1.01363,-0.73918,0.581804
1501622253867860,-1.01274,-0.738766,0.580773
1501622253888903,-1.01249,-0.738473,0.579709
1501622253911920,-1.01163,-0.738146,0.578351
1501622253927903,-1.01127,-0.73748,0.577427
1501622253948979,-1.01056,-0.736926,0.576578
1501622253971964,-1.0099,-0.736714,0.575793
1501622253987954,-1.0093,-0.736135,0.574869
1501622254008960,-1.00895,-0.735922,0.574387
1501622254031038,-1.00882,-0.735785,0.574263
1501622254047988,-1.00882,-0.735785,0.574263
1501622254070034,-1.00899,-0.735774,0.574322
1501622254091018,-1.00899,-0.735774,0.574322
1501622254108030,-1.00882,-0.735785,0.574263
1501622254130076,-1.00882,-0.735785,0.574263
1501622254151067,-1.00853,-0.735731,0.573461
1501622254168078,-1.00774,-0.735472,0.572745
1501622254190120,-1.00662,-0.735143,0.57172
1501622254211102,-1.00569,-0.734603,0.570712
1501622254235150,-1.00501,-0.733866,0.569489
1501622254250162,-1.00471,-0.73354,0.568637
