timestamp,roll,pitch,yaw
1501622666385222,-1.07992,-0.687005,1.05462
1501622666408234,-1.07915,-0.687241,1.05385
1501622666431244,-1.07831,-0.687553,1.0532
1501622666446261,-1.07822,-0.687597,1.05225
1501622666468299,-1.07777,-0.687054,1.05113
1501622666491319,-1.07736,-0.68638,1.05005
1501622666506302,-1.07668,-0.685503,1.04888
1501622666528346,-1.07652,-0.684672,1.04786
1501622666566368,-1.07585,-0.683918,1.04613
1501622666575375,-1.0756,-0.683501,1.04473
1501622666588384,-1.07486,-0.68328,1.04332
1501622666603394,-1.07437,-0.683272,1.04206
1501622666627394,-1.07399,-0.683308,1.0414
1501622666648456,-1.0738,-0.684131,1.04188
1501622666685452,-1.07312,-0.685149,1.04236
1501622666695459,-1.07295,-0.686137,1.04296
1501622666708468,-1.07268,-0.686664,1.04346
1501622666723509,-1.07279,-0.687081,1.04415
1501622666745528,-1.0731,-0.688206,1.04417
1501622666768489,-1.07324,-0.688463,1.04384
1501622666783610,-1.07318,-0.688672,1.04301
1501622666805729,-1.07264,-0.688497,1.04209
1501622666828747,-1.07212,-0.688113,1.04119
1501622666843758,-1.072,-0.687945,1.04117
1501622666865741,-1.072,-0.687945,1.04117
1501622666888786,-1.07191,-0.688314,1.04136
1501622666903791,-1.07218,-0.689066,1.04174
1501622666925792,-1.07247,-0.689411,1.04222
1501622666948780,-1.07284,-0.689956,1.04298
1501622666963821,-1.07353,-0.690761,1.04367
1501622666985857,-1.07396,-0.69119,1.04363
1501622667008893,-1.07405,-0.691238,1.04295
1501622667023923,-1.07379,-0.691194,1.04164
1501622667045950,-1.073,-0.690641,1.03999
1501622667068935,-1.07209,-0.689921,1.03831
1501622667082919,-1.07149,-0.688954,1.03742
1501622667105991,-1.07171,-0.688753,1.03725
1501622667128980,-1.07244,-0.688849,1.03789
1501622667150992,-1.07262,-0.688806,1.03874
1501622667166008,-1.07291,-0.688767,1.0395
1501622667189020,-1.07395,-0.688914,1.04054
1501622667211066,-1.07485,-0.689186,1.04163
1501622667226076,-1.07512,-0.689441,1.04248
1501622667248089,-1.07511,-0.689602,1.04305
1501622667271221,-1.07572,-0.690109,1.04375
1501622667286207,-1.07566,-0.690075,1.0436
1501622667308248,-1.07549,-0.689985,1.04323
1501622667331262,-1.07512,-0.689726,1.04248
1501622667346276,-1.0746,-0.688971,1.04147
1501622667368256,-1.07443,-0.688434,1.04054
1501622667391390,-1.07406,-0.687891,1.03978
1501622667406400,-1.07382,-0.687469,1.03964
1501622667428383,-1.07367,-0.687344,1.03948
1501622667450427,-1.07373,-0.687378,1.03964
1501622667465409,-1.07437,-0.686978,1.04038
1501622667488432,-1.07464,-0.687232,1.04122
1501622667511473,-1.07466,-0.687598,1.04258
1501622667526484,-1.07514,-0.688186,1.04392
1501622667548499,-1.07606,-0.688953,1.04456
1501622667570546,-1.07606,-0.688953,1.04456
1501622667586527,-1.07564,-0.689194,1.04433
1501622667608573,-1.07543,-0.689147,1.04384
1501622667630585,-1.07526,-0.688982,1.043
1501622667645596,-1.07474,-0.688686,1.04219
1501622667668591,-1.07362,-0.688243,1.04116
1501622667690589,-1.07317,-0.687774,1.04052
1501622667707609,-1.07327,-0.687318,1.04023
1501622667728766,-1.07327,-0.687318,1.04023
1501622667750834,-1.07297,-0.687023,1.0405
1501622667767873,-1.07339,-0.687316,1.0414
1501622667788917,-1.07379,-0.687531,1.04228
1501622667810938,-1.0745,-0.688082,1.04357
1501622667826949,-1.07506,-0.688509,1.0447
1501622667848902,-1.07541,-0.688888,1.04534
1501622667870978,-1.07541,-0.688888,1.04534
1501622667887960,-1.07539,-0.68881,1.04532
1501622667908976,-1.07545,-0.688845,1.04547
1501622667931020,-1.07543,-0.688767,1.04545
1501622667947001,-1.07518,-0.688676,1.04473
1501622667967987,-1.07518,-0.688676,1.04473
1501622667991031,-1.07502,-0.688552,1.04457
1501622668007042,-1.0744,-0.688328,1.04433
1501622668028029,-1.0744,-0.688328,1.04433
1501622668051046,-1.07425,-0.688204,1.04417
1501622668067057,-1.07427,-0.688281,1.04419
1501622668088071,-1.0743,-0.688238,1.04433
1501622668111088,-1.07384,-0.688312,1.04443
1501622668127098,-1.07387,-0.688269,1.04457
1501622668148113,-1.07416,-0.688527,1.04495
1501622668171190,-1.07416,-0.688527,1.04495
1501622668187172,-1.07416,-0.688527,1.04495
1501622668208163,-1.07416,-0.688527,1.04495
1501622668231232,-1.07416,-0.688527,1.04495
1501622668247183,-1.07416,-0.688527,1.04495
1501622668268314,-1.0743,-0.688487,1.04499
1501622668291365,-1.07416,-0.688527,1.04495
1501622668306369,-1.07416,-0.688527,1.04495
1501622668328414,-1.07416,-0.688527,1.04495
1501622668351369,-1.0742,-0.688484,1.04509
1501622668366380,-1.0742,-0.688484,1.04509
1501622668388455,-1.0742,-0.688484,1.04509
1501622668411442,-1.07405,-0.68836,1.04493
1501622668426453,-1.07418,-0.68832,1.04497
1501622668449578,-1.07418,-0.68832,1.04497
1501622668470625,-1.07387,-0.688269,1.04457
1501622668493644,-1.07347,-0.688141,1.04378
1501622668509624,-1.07239,-0.688114,1.04308
1501622668530667,-1.07224,-0.687989,1.04293
1501622668546619,-1.07224,-0.687989,1.04293
1501622668569665,-1.07226,-0.688067,1.04295
1501622668590711,-1.07247,-0.688115,1.04344
1501622668613727,-1.07233,-0.68823,1.04388
1501622668629709,-1.07257,-0.688235,1.04451
1501622668650697,-1.07257,-0.688235,1.04451
1501622668673766,-1.07269,-0.688117,1.04453
1501622668689748,-1.07271,-0.688195,1.04455
1501622668710761,-1.07271,-0.688195,1.04455
1501622668733778,-1.07271,-0.688195,1.04455
1501622668749765,-1.07257,-0.688235,1.04451
1501622668770838,-1.07257,-0.688235,1.04451
1501622668793855,-1.07257,-0.688235,1.04451
1501622668809804,-1.07257,-0.688235,1.04451
1501622668830882,-1.07257,-0.688235,1.04451
1501622668853893,-1.07257,-0.688235,1.04451
1501622668869875,-1.07242,-0.688111,1.04435
1501622668890923,-1.07242,-0.688111,1.04435
1501622668913912,-1.07242,-0.688111,1.04435
1501622668929917,-1.07242,-0.688111,1.04435
1501622668950907,-1.07242,-0.688111,1.04435
1501622668973951,-1.07242,-0.688111,1.04435
1501622668989961,-1.07259,-0.688027,1.04452
1501622669011004,-1.07245,-0.688068,1.04448
1501622669032970,-1.07245,-0.688068,1.04448
1501622669049973,-1.07232,-0.688021,1.04435
1501622669071047,-1.07221,-0.688226,1.04442
1501622669094036,-1.07203,-0.688309,1.04425
1501622669109047,-1.07203,-0.688309,1.04425
1501622669131062,-1.07203,-0.688309,1.04425
1501622669153108,-1.07207,-0.688266,1.04439
1501622669170087,-1.07207,-0.688266,1.04439
1501622669191102,-1.07207,-0.688266,1.04439
1501622669213088,-1.07207,-0.688266,1.04439
1501622669229105,-1.07207,-0.688266,1.04439
1501622669251115,-1.07207,-0.688266,1.04439
