timestamp,roll,pitch,yaw
1501624609884156,-1.35035,-0.62593,2.78867
1501624609902168,-1.35001,-0.626474,2.78762
1501624609922238,-1.34992,-0.627076,2.78685
1501624609946257,-1.34962,-0.627176,2.78617
1501624609960226,-1.34915,-0.627447,2.78542
1501624609982226,-1.3489,-0.627303,2.78509
1501624610005270,-1.34879,-0.626977,2.78463
1501624610036318,-1.3491,-0.626285,2.78468
1501624610045272,-1.34923,-0.625375,2.78487
1501624610067286,-1.34941,-0.624496,2.78528
1501624610087355,-1.34987,-0.623771,2.7862
1501624610102311,-1.34976,-0.623216,2.78679
1501624610126383,-1.34969,-0.622871,2.78755
1501624610155365,-1.3499,-0.622919,2.78764
1501624610165354,-1.3499,-0.622919,2.78764
1501624610185385,-1.34969,-0.622965,2.78746
1501624610207440,-1.34971,-0.62289,2.78758
1501624610222453,-1.34968,-0.622785,2.78749
1501624610244521,-1.34968,-0.622785,2.78749
1501624610267536,-1.34968,-0.622785,2.78749
1501624610282549,-1.34968,-0.622785,2.78749
1501624610304645,-1.34947,-0.622832,2.78731
1501624610327662,-1.34949,-0.622851,2.78734
1501624610342674,-1.34963,-0.622396,2.78735
1501624610364632,-1.3496,-0.621838,2.78744
1501624610387704,-1.34954,-0.621355,2.7874
1501624610403672,-1.34982,-0.620832,2.78722
1501624610424727,-1.3501,-0.62031,2.78705
1501624610447769,-1.35002,-0.619637,2.78686
1501624610461833,-1.35017,-0.619107,2.787
1501624610484849,-1.35033,-0.618399,2.78718
1501624610506944,-1.3501,-0.617794,2.78718
1501624610521954,-1.3502,-0.617235,2.78711
1501624610544974,-1.3502,-0.617149,2.78705
1501624610566989,-1.35041,-0.617282,2.78719
1501624610582000,-1.35022,-0.617254,2.78713
1501624610605017,-1.35022,-0.617254,2.78713
1501624610627032,-1.3502,-0.617149,2.78705
1501624610642042,-1.35022,-0.617254,2.78713
1501624610665057,-1.35022,-0.617254,2.78713
1501624610687159,-1.35022,-0.617254,2.78713
1501624610702168,-1.35053,-0.61729,2.78687
1501624610725140,-1.35033,-0.617242,2.78679
1501624610747298,-1.35053,-0.61729,2.78687
1501624610761351,-1.35033,-0.617242,2.78679
1501624610785342,-1.35033,-0.617242,2.78679
1501624610807388,-1.35033,-0.617242,2.78679
1501624610821337,-1.35033,-0.617242,2.78679
1501624610845371,-1.35026,-0.616948,2.78655
1501624610867427,-1.35006,-0.6169,2.78647
1501624610881378,-1.35008,-0.616919,2.7865
1501624610905412,-1.35051,-0.616912,2.78692
1501624610927468,-1.35065,-0.617247,2.78756
1501624610941479,-1.35079,-0.617581,2.78819
