timestamp,roll,pitch,yaw
1501623203857966,-1.21462,-0.558044,1.7024
1501623203880983,-1.21426,-0.557897,1.70175
1501623203906000,-1.21426,-0.557897,1.70175
1501623203921023,-1.21426,-0.557897,1.70175
1501623203941025,-1.21444,-0.557989,1.70191
1501623203966055,-1.21395,-0.558281,1.70118
1501623204011074,-1.21345,-0.55853,1.70014
1501623204012075,-1.21241,-0.558458,1.6983
1501623204026085,-1.21167,-0.558272,1.69687
1501623204042096,-1.2104,-0.557904,1.69523
1501623204062110,-1.2091,-0.557221,1.69343
1501623204086127,-1.20835,-0.556907,1.6917
1501623204128156,-1.20725,-0.556208,1.6902
1501623204138165,-1.2063,-0.555686,1.68931
1501623204144168,-1.20585,-0.555375,1.6885
1501623204159178,-1.20588,-0.555347,1.68863
1501623204182194,-1.20559,-0.555492,1.68893
1501623204203223,-1.20578,-0.555629,1.68941
1501623204219220,-1.20611,-0.555886,1.68991
1501623204242238,-1.20614,-0.556244,1.6904
1501623204263251,-1.20617,-0.556602,1.69089
1501623204286268,-1.20614,-0.55663,1.69076
1501623204302279,-1.20614,-0.55663,1.69076
1501623204323294,-1.20632,-0.556722,1.69092
1501623204346323,-1.20621,-0.556515,1.69043
1501623204362335,-1.20567,-0.556193,1.68964
1501623204383350,-1.20524,-0.555961,1.68883
1501623204406354,-1.20483,-0.555622,1.68815
1501623204422377,-1.20422,-0.555297,1.68718
1501623204443392,-1.20416,-0.555107,1.68715
1501623204466407,-1.20416,-0.555107,1.68715
1501623204482420,-1.20407,-0.555177,1.68716
1501623204504422,-1.2039,-0.555085,1.687
1501623204526437,-1.2039,-0.555085,1.687
1501623204542449,-1.20407,-0.555177,1.68716
1501623204564477,-1.20385,-0.555641,1.68676
1501623204586493,-1.20358,-0.555806,1.68647
1501623204601507,-1.20329,-0.556233,1.68623
1501623204624506,-1.20266,-0.556401,1.68548
1501623204646535,-1.20232,-0.556564,1.685
1501623204661532,-1.20185,-0.556511,1.68425
1501623204684548,-1.20133,-0.556268,1.68345
1501623204706564,-1.20085,-0.556123,1.6831
1501623204721575,-1.20085,-0.556123,1.6831
1501623204744604,-1.20085,-0.556123,1.6831
1501623204766608,-1.20086,-0.556203,1.68309
1501623204781618,-1.20086,-0.556203,1.68309
1501623204804647,-1.20045,-0.556634,1.68313
1501623204825661,-1.20009,-0.557022,1.68303
1501623204841659,-1.19977,-0.557463,1.68305
1501623204864675,-1.19977,-0.557463,1.68305
1501623204885704,-1.19986,-0.557626,1.68321
1501623204901703,-1.19986,-0.557626,1.68321
1501623204924731,-1.19949,-0.557395,1.68258
1501623204945746,-1.19949,-0.557395,1.68258
1501623204961744,-1.19958,-0.557325,1.68257
1501623204984773,-1.19958,-0.557325,1.68257
1501623205005788,-1.19958,-0.557325,1.68257
1501623205021788,-1.19889,-0.557454,1.68197
1501623205044816,-1.19892,-0.557427,1.6821
1501623205065831,-1.19893,-0.557507,1.68209
1501623205081836,-1.19893,-0.557507,1.68209
1501623205104857,-1.19884,-0.557577,1.6821
1501623205126860,-1.19884,-0.557577,1.6821
1501623205149879,-1.19867,-0.557484,1.68194
1501623205164887,-1.19867,-0.557484,1.68194
1501623205186904,-1.19856,-0.557662,1.68182
1501623205209919,-1.19856,-0.557662,1.68182
1501623205224930,-1.19828,-0.557268,1.68158
1501623205246945,-1.19818,-0.556392,1.68129
1501623205269961,-1.19808,-0.55567,1.68119
1501623205284986,-1.19817,-0.555027,1.68097
1501623205307006,-1.19802,-0.55444,1.6806
1501623205330004,-1.19802,-0.55444,1.6806
1501623205344013,-1.19788,-0.55432,1.68057
1501623205367032,-1.19788,-0.55432,1.68057
1501623205390046,-1.19788,-0.55432,1.68057
1501623205404056,-1.19771,-0.554307,1.68041
1501623205427073,-1.19772,-0.554773,1.68075
1501623205450089,-1.19757,-0.555039,1.68108
1501623205464098,-1.19774,-0.555285,1.68142
1501623205487124,-1.19783,-0.555448,1.68158
1501623205510131,-1.19783,-0.555448,1.68158
1501623205531163,-1.19783,-0.555448,1.68158
1501623205547170,-1.19765,-0.555355,1.68143
1501623205570186,-1.1975,-0.555189,1.68108
1501623205591188,-1.19716,-0.55493,1.68058
1501623205607213,-1.19725,-0.55486,1.68058
1501623205630215,-1.19708,-0.554767,1.68042
1501623205651243,-1.19708,-0.554767,1.68042
1501623205667255,-1.19708,-0.554767,1.68042
1501623205690258,-1.19708,-0.554767,1.68042
1501623205711286,-1.19711,-0.554739,1.68055
1501623205727299,-1.19708,-0.554767,1.68042
1501623205750313,-1.19708,-0.554767,1.68042
1501623205771328,-1.19708,-0.554767,1.68042
1501623205787339,-1.19709,-0.554847,1.68041
1501623205809341,-1.19691,-0.554754,1.68026
1501623205831376,-1.19691,-0.554754,1.68026
1501623205847383,-1.19686,-0.554796,1.6804
1501623205869384,-1.19686,-0.554796,1.6804
1501623205891399,-1.19686,-0.554796,1.6804
1501623205907415,-1.19686,-0.554796,1.6804
1501623205929426,-1.19686,-0.554796,1.6804
