timestamp,roll,pitch,yaw
1501625861977253,-1.27249,-0.372221,-2.97264
1501625862000283,-1.2724,-0.372574,-2.9727
1501625862015279,-1.27235,-0.373105,-2.97279
1501625862040310,-1.27218,-0.373661,-2.9727
1501625862060310,-1.272,-0.374292,-2.97272
1501625862075335,-1.27166,-0.375017,-2.97288
1501625862105342,-1.2716,-0.375624,-2.97307
1501625862130362,-1.27155,-0.37623,-2.97326
1501625862137379,-1.27156,-0.376458,-2.97336
1501625862151379,-1.27156,-0.376458,-2.97336
1501625862183412,-1.27156,-0.376458,-2.97336
1501625862198423,-1.2716,-0.376637,-2.97338
1501625862214435,-1.2716,-0.376637,-2.97338
1501625862255463,-1.2716,-0.376637,-2.97338
1501625862256449,-1.2716,-0.376637,-2.97338
1501625862278479,-1.2716,-0.376637,-2.97338
1501625862293475,-1.2716,-0.376637,-2.97338
1501625862315505,-1.2716,-0.376637,-2.97338
1501625862338521,-1.2716,-0.376637,-2.97338
1501625862353528,-1.27165,-0.377044,-2.97351
1501625862375535,-1.2716,-0.377576,-2.9736
1501625862397548,-1.2716,-0.377576,-2.9736
1501625862413638,-1.2715,-0.378004,-2.97376
1501625862435576,-1.2715,-0.378004,-2.97376
1501625862457593,-1.27149,-0.378078,-2.97386
1501625862472603,-1.27149,-0.378078,-2.97386
1501625862495632,-1.27149,-0.378078,-2.97386
1501625862517648,-1.27149,-0.378078,-2.97386
1501625862532659,-1.27154,-0.378183,-2.97379
1501625862555675,-1.27154,-0.378183,-2.97379
1501625862577690,-1.27154,-0.378183,-2.97379
1501625862592701,-1.27154,-0.378183,-2.97379
1501625862615703,-1.27154,-0.378183,-2.97379
1501625862637733,-1.27154,-0.378183,-2.97379
1501625862652744,-1.27154,-0.378183,-2.97379
1501625862675760,-1.27154,-0.378183,-2.97379
1501625862697775,-1.27154,-0.378183,-2.97379
1501625862712785,-1.27154,-0.378183,-2.97379
1501625862735802,-1.27154,-0.378183,-2.97379
1501625862757818,-1.27154,-0.378183,-2.97379
1501625862772828,-1.27154,-0.378183,-2.97379
1501625862795845,-1.27154,-0.378183,-2.97379
1501625862817848,-1.27158,-0.378362,-2.97382
1501625862832871,-1.27129,-0.378631,-2.97399
1501625862855888,-1.27091,-0.379177,-2.97413
1501625862877903,-1.27081,-0.379605,-2.97429
1501625862892913,-1.27081,-0.379605,-2.97429
1501625862915930,-1.27071,-0.380032,-2.97445
1501625862937945,-1.27076,-0.38044,-2.97458
1501625862952956,-1.27076,-0.38044,-2.97458
1501625862975959,-1.27076,-0.38044,-2.97458
1501625862997988,-1.27076,-0.38044,-2.97458
1501625863012998,-1.27076,-0.38044,-2.97458
1501625863036014,-1.27076,-0.38044,-2.97458
1501625863058030,-1.27076,-0.38044,-2.97458
1501625863073041,-1.27076,-0.38044,-2.97458
1501625863096049,-1.27081,-0.380544,-2.9745
1501625863118072,-1.27063,-0.380613,-2.97461
1501625863132078,-1.2708,-0.380619,-2.9746
1501625863155099,-1.2708,-0.380619,-2.9746
1501625863178115,-1.2708,-0.380619,-2.9746
1501625863192112,-1.27063,-0.380613,-2.97461
1501625863215141,-1.27055,-0.381067,-2.97481
1501625863238142,-1.27045,-0.381494,-2.97497
1501625863254168,-1.27045,-0.381494,-2.97497
1501625863275183,-1.27045,-0.381494,-2.97497
1501625863298200,-1.27022,-0.382021,-2.97507
1501625863314212,-1.27001,-0.382648,-2.9753
