timestamp,x,y,z
1501622444317918,0.694336,-0.670898,0.256348
1501622444340939,0.692871,-0.675293,0.260742
1501622444362958,0.697754,-0.671875,0.260254
1501622444385973,0.695313,-0.671387,0.270996
1501622444402005,0.693848,-0.678711,0.274902
1501622444423001,0.694336,-0.687012,0.269531
1501622444438033,0.693359,-0.687012,0.255371
1501622444462058,0.692871,-0.678223,0.254395
1501622444492047,0.689453,-0.679199,0.265137
1501622444501048,0.689941,-0.680664,0.264648
1501622444522099,0.695801,-0.675293,0.268066
1501622444544111,0.693848,-0.682617,0.26416
1501622444559122,0.688965,-0.677734,0.263184
1501622444582110,0.691895,-0.683594,0.263184
1501622444610185,0.688965,-0.682617,0.266113
1501622444623138,0.695801,-0.683105,0.269043
1501622444641155,0.687988,-0.675781,0.271484
1501622444663167,0.687012,-0.67041,0.266113
1501622444678230,0.692871,-0.680176,0.274902
1501622444701197,0.69043,-0.682617,0.272949
1501622444723262,0.684082,-0.683594,0.276855
1501622444738247,0.688477,-0.679199,0.270508
1501622444761292,0.687988,-0.669922,0.263672
1501622444783252,0.691895,-0.677246,0.262695
1501622444798289,0.687012,-0.681152,0.270996
1501622444821330,0.691895,-0.685059,0.261719
1501622444843348,0.689941,-0.683594,0.265625
1501622444857360,0.680176,-0.678711,0.274902
1501622444881419,0.666016,-0.687012,0.317383
1501622444903462,0.687988,-0.694336,0.296875
1501622444917424,0.702148,-0.680176,0.268555
1501622444941461,0.688477,-0.664063,0.250977
1501622444963506,0.681641,-0.681641,0.265137
1501622444977516,0.691406,-0.68457,0.266113
1501622445000513,0.688477,-0.673828,0.274902
1501622445023549,0.688477,-0.680176,0.279785
1501622445037527,0.688477,-0.684082,0.279785
1501622445060542,0.680176,-0.680664,0.280762
1501622445083536,0.685059,-0.671875,0.283203
1501622445097600,0.688965,-0.675781,0.270996
1501622445120557,0.690918,-0.67627,0.274902
1501622445143601,0.6875,-0.680176,0.274414
1501622445157613,0.678223,-0.681152,0.282715
1501622445180660,0.685059,-0.684082,0.284668
1501622445203675,0.682617,-0.684082,0.285156
1501622445217632,0.687988,-0.676758,0.274902
1501622445240646,0.6875,-0.678223,0.28125
1501622445263720,0.683594,-0.683105,0.275391
1501622445277700,0.69043,-0.689453,0.279297
1501622445300694,0.688477,-0.677246,0.274414
1501622445323761,0.687988,-0.677246,0.269043
1501622445337710,0.6875,-0.680664,0.282715
1501622445360726,0.69043,-0.683594,0.282715
1501622445383771,0.68457,-0.679199,0.274902
1501622445397759,0.682617,-0.67334,0.28125
1501622445420829,0.685059,-0.674316,0.275391
1501622445443845,0.691406,-0.684082,0.27832
1501622445465860,0.685059,-0.683594,0.279785
1501622445480873,0.688477,-0.687988,0.274902
1501622445503891,0.688477,-0.677734,0.272461
1501622445525904,0.683105,-0.682617,0.280273
1501622445540882,0.690918,-0.681641,0.280762
1501622445563975,0.68457,-0.680176,0.279785
1501622445585984,0.685059,-0.672363,0.27832
1501622445599969,0.686523,-0.679688,0.285156
1501622445623046,0.678711,-0.678223,0.293457
1501622445646040,0.686035,-0.679199,0.280273
1501622445660011,0.68457,-0.670898,0.283203
1501622445683028,0.682617,-0.672852,0.282227
1501622445706072,0.686035,-0.675293,0.282715
1501622445720082,0.687012,-0.681152,0.28418
1501622445743098,0.6875,-0.683105,0.282227
1501622445766115,0.685547,-0.684082,0.277344
1501622445780153,0.688477,-0.678223,0.277344
1501622445803170,0.689453,-0.679199,0.282227
1501622445826296,0.68457,-0.675781,0.283203
1501622445840306,0.685547,-0.681152,0.282715
1501622445863263,0.685547,-0.679199,0.287109
1501622445886286,0.689453,-0.67334,0.283203
1501622445900290,0.686035,-0.675781,0.278809
1501622445922311,0.690918,-0.675781,0.280273
1501622445946322,0.687988,-0.674805,0.28418
1501622445960359,0.686035,-0.675781,0.282715
1501622445982347,0.679199,-0.674805,0.281738
1501622446006364,0.688477,-0.675781,0.282715
1501622446020375,0.687012,-0.675293,0.277832
1501622446042389,0.682129,-0.677246,0.286621
1501622446066409,0.686035,-0.683105,0.287109
1501622446080445,0.688477,-0.681641,0.28418
1501622446102432,0.683594,-0.676758,0.283203
1501622446126450,0.685059,-0.674316,0.282227
1501622446140460,0.690918,-0.681152,0.277344
1501622446162496,0.687012,-0.679688,0.279297
1501622446185506,0.688965,-0.680664,0.287109
1501622446200502,0.687988,-0.679688,0.283203
1501622446222531,0.689453,-0.674805,0.276855
1501622446245590,0.689453,-0.675781,0.281738
1501622446260602,0.69043,-0.67334,0.276855
1501622446282618,0.686523,-0.673828,0.283691
1501622446305635,0.691406,-0.683105,0.27832
1501622446328651,0.686035,-0.67041,0.283203
1501622446342773,0.68457,-0.67627,0.286133
1501622446365784,0.684082,-0.684082,0.291504
1501622446380771,0.688965,-0.68457,0.286621
1501622446402776,0.684082,-0.675781,0.281738
1501622446425802,0.686035,-0.67627,0.28418
1501622446440812,0.686035,-0.674316,0.283691
1501622446462912,0.688965,-0.681641,0.282715
1501622446484984,0.686523,-0.682129,0.280762
1501622446499995,0.684082,-0.679199,0.278809
1501622446523045,0.685547,-0.672363,0.280273
1501622446545061,0.684082,-0.677734,0.28418
1501622446560070,0.691406,-0.678711,0.285156
1501622446583031,0.684082,-0.678711,0.276855
1501622446605213,0.685547,-0.672363,0.28125
1501622446620224,0.682617,-0.677734,0.279297
1501622446643241,0.687988,-0.674316,0.286621
1501622446665202,0.689453,-0.678223,0.283691
1501622446688273,0.680664,-0.674316,0.285156
1501622446703280,0.686035,-0.677246,0.29248
1501622446725299,0.69043,-0.678711,0.290039
1501622446748882,0.685059,-0.677246,0.289551
1501622446762488,0.681152,-0.680664,0.288086
1501622446785527,0.687988,-0.675781,0.280762
1501622446808576,0.687988,-0.680176,0.278809
1501622446822700,0.691895,-0.680176,0.282715
1501622446845716,0.683594,-0.681152,0.280273
1501622446868673,0.685059,-0.672363,0.28418
1501622446882715,0.686523,-0.673828,0.285645
1501622446905758,0.690918,-0.677246,0.288086
1501622446928776,0.691406,-0.668945,0.283203
1501622446942894,0.686035,-0.675293,0.283691
1501622446965017,0.687012,-0.675293,0.277344
1501622446988978,0.685059,-0.671875,0.291016
1501622447003133,0.6875,-0.678223,0.280273
1501622447025257,0.688965,-0.682617,0.280762
1501622447048217,0.688477,-0.678711,0.275391
1501622447063274,0.688965,-0.672363,0.280762
1501622447085240,0.689453,-0.678711,0.277344
1501622447108260,0.69043,-0.682617,0.277832
1501622447123266,0.691895,-0.681152,0.278809
1501622447145310,0.686523,-0.679688,0.286133
1501622447168298,0.68457,-0.678711,0.283691
1501622447183309,0.688477,-0.673828,0.288574
1501622447205330,0.691406,-0.678711,0.288574
1501622447227369,0.690918,-0.678223,0.287109
1501622447242379,0.683105,-0.67627,0.283203
1501622447265395,0.682617,-0.671875,0.288574
1501622447287386,0.689941,-0.67627,0.286133
1501622447302422,0.689453,-0.673828,0.280762
1501622447325438,0.6875,-0.671875,0.280762
1501622447347455,0.686523,-0.677734,0.281738
1501622447362466,0.6875,-0.677734,0.285645
1501622447385459,0.689453,-0.680664,0.283203
1501622447407496,0.686523,-0.676758,0.28125
1501622447422506,0.685547,-0.679688,0.279297
