timestamp,roll,pitch,yaw
1501622473838284,-1.11212,-0.729677,0.912268
1501622473861275,-1.11212,-0.729677,0.912268
1501622473885289,-1.11212,-0.729677,0.912268
1501622473900329,-1.11212,-0.729677,0.912268
1501622473921343,-1.11212,-0.729677,0.912268
1501622473945408,-1.11212,-0.729677,0.912268
1501622473960418,-1.11212,-0.729677,0.912268
1501622473981484,-1.11182,-0.730199,0.911713
1501622474020466,-1.11139,-0.730672,0.911019
1501622474043639,-1.1108,-0.731014,0.910166
1501622474044669,-1.11083,-0.731094,0.910184
1501622474064683,-1.11068,-0.731124,0.910135
1501622474082697,-1.11064,-0.731174,0.910008
1501622474102687,-1.11064,-0.731174,0.910008
1501622474138764,-1.11049,-0.731204,0.909959
1501622474148773,-1.11063,-0.731001,0.910465
1501622474162752,-1.11071,-0.730609,0.910718
1501622474183748,-1.11112,-0.730108,0.911196
1501622474199768,-1.11132,-0.729897,0.91148
1501622474222772,-1.11132,-0.729897,0.91148
1501622474243781,-1.11117,-0.729927,0.911431
1501622474259792,-1.11129,-0.730107,0.911462
1501622474282838,-1.11129,-0.730107,0.911462
1501622474303857,-1.11129,-0.730107,0.911462
1501622474319866,-1.11047,-0.729835,0.910914
1501622474342857,-1.10952,-0.729222,0.910228
1501622474363926,-1.10939,-0.729331,0.910197
1501622474379909,-1.10905,-0.728869,0.910123
1501622474402893,-1.10905,-0.728869,0.910123
1501622474423968,-1.10905,-0.728869,0.910123
1501622474439922,-1.10905,-0.728869,0.910123
1501622474462962,-1.10905,-0.728869,0.910123
1501622474484010,-1.10908,-0.728949,0.910141
1501622474499963,-1.10892,-0.728818,0.909984
1501622474522979,-1.10877,-0.728848,0.909935
1501622474543993,-1.10877,-0.728848,0.909935
1501622474560033,-1.10877,-0.728848,0.909935
1501622474583022,-1.10859,-0.728928,0.909759
1501622474603225,-1.10861,-0.729008,0.909777
1501622474620182,-1.10861,-0.729008,0.909777
1501622474642197,-1.10831,-0.728907,0.909571
1501622474663266,-1.10833,-0.728987,0.909589
1501622474680247,-1.10824,-0.728596,0.909577
1501622474702265,-1.10848,-0.728095,0.90979
1501622474723272,-1.10848,-0.728095,0.90979
1501622474746324,-1.10882,-0.727855,0.910123
1501622474762308,-1.10882,-0.727855,0.910123
1501622474785321,-1.10882,-0.727855,0.910123
1501622474806367,-1.10855,-0.727704,0.910044
1501622474822351,-1.10852,-0.727755,0.909917
1501622474845363,-1.10852,-0.727755,0.909917
1501622474866378,-1.10855,-0.727704,0.910044
1501622474882367,-1.10855,-0.727704,0.910044
1501622474911424,-1.1084,-0.727574,0.909887
1501622474926534,-1.10842,-0.727654,0.909905
1501622474950524,-1.10842,-0.727654,0.909905
1501622474965533,-1.10842,-0.727654,0.909905
1501622474986690,-1.10842,-0.727654,0.909905
1501622475002700,-1.10811,-0.727553,0.909699
1501622475024687,-1.10814,-0.727633,0.909717
1501622475045732,-1.10814,-0.727633,0.909717
1501622475062718,-1.10814,-0.727633,0.909717
1501622475084758,-1.10798,-0.727503,0.90956
1501622475105803,-1.10798,-0.727503,0.90956
1501622475122784,-1.10798,-0.727503,0.90956
1501622475144799,-1.10786,-0.727612,0.90953
1501622475165817,-1.10786,-0.727612,0.90953
1501622475182826,-1.1077,-0.727482,0.909373
1501622475204842,-1.1077,-0.727482,0.909373
1501622475225833,-1.10772,-0.727562,0.909391
1501622475242840,-1.10773,-0.727432,0.909499
1501622475264886,-1.10776,-0.727511,0.909518
1501622475285870,-1.10776,-0.727511,0.909518
1501622475302912,-1.1076,-0.727381,0.909361
1501622475324898,-1.1076,-0.727381,0.909361
1501622475345973,-1.1076,-0.727381,0.909361
1501622475362954,-1.1073,-0.727281,0.909155
1501622475384972,-1.1073,-0.727281,0.909155
1501622475405963,-1.10732,-0.72736,0.909173
1501622475422967,-1.10732,-0.72736,0.909173
1501622475444983,-1.10732,-0.72736,0.909173
1501622475466026,-1.10732,-0.72736,0.909173
1501622475483028,-1.10716,-0.72723,0.909016
1501622475505053,-1.10722,-0.727259,0.909161
1501622475526041,-1.10707,-0.727129,0.909005
1501622475543052,-1.10692,-0.727159,0.908956
1501622475565068,-1.10692,-0.727159,0.908956
1501622475586083,-1.10692,-0.727159,0.908956
1501622475602122,-1.10692,-0.727159,0.908956
1501622475625138,-1.10676,-0.727029,0.908799
1501622475646167,-1.10679,-0.727108,0.908817
1501622475662177,-1.10679,-0.727108,0.908817
1501622475685184,-1.10679,-0.727108,0.908817
1501622475706196,-1.10679,-0.727108,0.908817
1501622475722208,-1.10679,-0.727108,0.908817
1501622475745204,-1.10663,-0.726978,0.908661
1501622475767243,-1.10648,-0.727008,0.908612
1501622475782252,-1.10648,-0.727008,0.908612
1501622475805268,-1.1065,-0.727087,0.90863
1501622475827253,-1.10648,-0.727008,0.908612
1501622475842325,-1.1065,-0.727087,0.90863
1501622475865309,-1.1065,-0.727087,0.90863
1501622475887327,-1.1065,-0.727087,0.90863
1501622475904307,-1.1065,-0.727087,0.90863
1501622475925322,-1.1065,-0.727087,0.90863
1501622475947370,-1.10635,-0.726957,0.908473
1501622475968414,-1.10635,-0.726957,0.908473
1501622475985394,-1.10638,-0.726907,0.9086
1501622476007411,-1.10641,-0.726987,0.908618
1501622476028456,-1.10638,-0.726907,0.9086
1501622476045436,-1.10638,-0.726907,0.9086
1501622476067454,-1.10625,-0.726856,0.908462
1501622476088605,-1.10625,-0.726856,0.908462
1501622476104588,-1.10625,-0.726856,0.908462
1501622476127575,-1.10625,-0.726856,0.908462
1501622476148619,-1.10625,-0.726856,0.908462
1501622476164630,-1.1061,-0.726886,0.908413
1501622476187618,-1.1061,-0.726886,0.908413
1501622476208632,-1.1061,-0.726886,0.908413
1501622476224644,-1.10609,-0.726726,0.908305
1501622476247660,-1.10609,-0.726726,0.908305
1501622476268704,-1.10609,-0.726726,0.908305
1501622476284715,-1.10597,-0.726835,0.908274
1501622476307708,-1.10597,-0.726835,0.908274
1501622476328724,-1.10597,-0.726835,0.908274
1501622476344729,-1.10597,-0.726835,0.908274
1501622476367745,-1.10597,-0.726835,0.908274
1501622476388760,-1.10581,-0.726705,0.908118
1501622476404771,-1.10581,-0.726705,0.908118
1501622476427788,-1.10581,-0.726705,0.908118
