timestamp,x,y,z
1501623638496822,0.375,0.75,-0.4375
1501623638511847,0.625,0.125,-0.4375
1501623638536861,0.125,-0.5,-0.75
1501623638556875,-0.1875,-0.625,-0.8125
1501623638571928,-0.5625,0,-0.625
1501623638596893,-0.75,0.4375,-0.375
1501623638616929,-0.0625,0.875,-0.125
1501623638655951,-0.5,0.9375,-0.0625
1501623638658951,0.125,0.9375,-0.125
1501623638678951,0.5,1.4375,0
1501623638694978,0.125,1.375,-0.0625
1501623638717978,-0.125,1.75,-0.125
1501623638739056,0.4375,2.1875,-0.25
1501623638774069,1.125,3.0625,-0.125
1501623638784132,1.875,3.125,0
1501623638799102,-0.625,1.5,-0.625
1501623638819104,0.625,0.375,-0.9375
1501623638836152,0.3125,0.25,-0.5625
1501623638858131,0.1875,-0.4375,-0.375
1501623638879201,0.1875,-0.6875,-0.125
1501623638896213,-0.125,-0.625,-0.25
1501623638918173,-0.0625,0,0.3125
1501623638939204,0.125,0.25,0.4375
1501623638956200,-0.125,0.6875,0.75
1501623638978214,-0.1875,0.875,0.375
1501623638999330,0.25,1.3125,0.375
1501623639015379,0.1875,0.9375,0.25
1501623639038353,0.1875,0.5,0.0625
1501623639059414,-0.125,0.1875,-0.25
1501623639075448,0.25,-0.0625,-0.125
1501623639098477,0.125,-0.1875,0
1501623639119616,-0.1875,-0.375,-0.125
1501623639135588,0.1875,-0.125,0.25
1501623639158625,0.0625,0.1875,0.125
1501623639179663,-0.4375,-0.1875,-0.125
1501623639195630,-0.375,-0.75,-0.25
1501623639218686,-0.125,-0.6875,-0.1875
1501623639239647,-0.375,-0.625,-0.25
1501623639255662,0.3125,-0.125,-0.375
1501623639278714,0.1875,0.0625,-0.3125
1501623639299700,0.4375,0.25,-0.125
1501623639315714,0.0625,0.1875,-0.125
1501623639338717,0.3125,0.125,0.25
1501623639359751,0,-0.0625,0.25
1501623639375741,-0.5,-0.1875,0.25
1501623639398794,-0.4375,-0.0625,0.3125
1501623639420792,-0.125,-0.125,0.375
1501623639435802,0.0625,-0.3125,0.25
1501623639458813,0.125,-0.1875,-0.125
1501623639480831,0.1875,-0.0625,-0.3125
1501623639495843,0.125,-0.0625,-0.375
1501623639517842,0.4375,0,-0.0625
1501623639540873,0,-0.375,-0.125
1501623639555870,0.25,-0.0625,0.1875
1501623639578901,-0.125,0.0625,0.25
1501623639600921,0.375,0.3125,0.5
1501623639615926,0.0625,0.4375,0.5
1501623639637983,-0.125,0.4375,0.4375
1501623639660964,-0.25,0.0625,0.5
1501623639676039,-0.25,-0.4375,-0.125
1501623639698083,0.25,-0.5625,-0.125
1501623639721179,0.25,-0.125,-0.1875
1501623639736185,0.1875,0.1875,-0.1875
1501623639758190,0.1875,0.0625,-0.3125
1501623639781212,0.3125,-0.125,-0.3125
1501623639797233,0,-0.125,-0.1875
1501623639818328,0.3125,0.125,0.25
1501623639841340,0.1875,0.4375,0.625
1501623639857340,-0.4375,0.125,0.375
1501623639878355,-0.125,-0.125,0.1875
1501623639901371,0,0.0625,0.0625
1501623639921523,-0.125,-0.0625,-0.125
1501623639938497,-0.0625,0.125,-0.4375
1501623639960493,0.1875,-0.0625,-0.4375
1501623639981563,0,-0.1875,-0.5625
1501623639998529,0.1875,-0.0625,-0.5
1501623640020536,0.25,0,0.0625
1501623640041549,0,0.1875,0.375
1501623640058563,-0.4375,0.4375,0.3125
1501623640080577,0,0.5625,0.6875
1501623640101653,0,0.4375,0.5625
1501623640118644,-0.0625,0.1875,0.25
1501623640140266,-0.0625,0.6875,0.125
1501623640162289,0.125,0.4375,-0.1875
1501623640177311,0.5625,0.25,-0.375
1501623640200363,0.3125,-0.0625,-0.3125
1501623640222332,0.375,-0.25,-0.4375
1501623640237391,0.1875,-0.0625,-0.0625
1501623640260408,-0.0625,-0.0625,0.125
1501623640282417,0.0625,-0.1875,0.375
1501623640297429,-0.0625,0.3125,0.5625
1501623640320448,0.125,0.9375,0.5625
1501623640342418,0.5625,1.4375,0.875
1501623640358439,-0.3125,1.6875,0.5625
1501623640380489,0.0625,1.6875,0.4375
1501623640402507,0.125,1.75,0.4375
1501623640417482,-0.3125,1.125,-0.0625
1501623640440534,-0.125,0.6875,-0.1875
1501623640462545,-0.0625,-0.25,-0.3125
1501623640479561,-0.125,-0.875,-0.5
1501623640500535,-0.3125,-1.3125,-0.625
1501623640522536,-0.1875,-1.25,-0.75
1501623640538604,-0.25,-0.8125,-0.625
1501623640560564,0.25,-0.3125,-0.4375
1501623640583634,0.0625,0.125,-0.5
1501623640598589,0.3125,0.375,-0.5625
1501623640620605,0,0.375,-0.5
1501623640642643,0.25,0.375,-0.3125
1501623640659635,0.125,0.375,0
1501623640679700,-0.125,0.0625,0.0625
1501623640702664,-0.125,-0.4375,0.1875
1501623640718710,-0.125,-0.4375,0.3125
1501623640739707,-0.5625,-0.25,0.0625
1501623640762726,0.4375,0,0.4375
1501623640778738,0.0625,-0.0625,0.1875
1501623640799732,0.4375,0.375,0.3125
1501623640822748,-0.25,0.0625,-0.25
1501623640844818,0.3125,-0.1875,-0.1875
1501623640859873,-0.0625,-0.625,-0.125
1501623640883007,0.125,-1,0.0625
1501623640905968,-0.375,-0.625,-0.0625
1501623640927996,0.125,-0.4375,0.125
1501623640942996,0.25,-0.125,0.4375
1501623640965011,-0.5,-0.125,0.0625
1501623640980036,-0.1875,-0.1875,0.25
1501623641003037,0,-0.25,0.5625
1501623641026075,-0.1875,-0.125,0.5
1501623641040064,0,0.25,0.75
1501623641063095,0.0625,0.125,0.5
1501623641085204,0,0.1875,0.625
1501623641100207,-0.25,-0.0625,0.3125
1501623641122202,-0.0625,-0.5,0.1875
1501623641145218,-0.25,-0.8125,-0.1875
1501623641160252,0.3125,-0.75,-0.0625
1501623641182259,0.125,-0.8125,0.0625
