timestamp,x,y,z
1501622649269263,0.674805,-0.641602,0.404297
1501622649292283,0.673828,-0.635254,0.394531
1501622649308293,0.683594,-0.63916,0.387207
1501622649330332,0.685547,-0.635742,0.374023
1501622649353329,0.677734,-0.630371,0.390625
1501622649368358,0.679199,-0.641113,0.390625
1501622649390346,0.67041,-0.635254,0.397461
1501622649413390,0.676758,-0.620605,0.39502
1501622649445383,0.680176,-0.626465,0.38916
1501622649451443,0.678223,-0.618164,0.385742
1501622649474545,0.674316,-0.618652,0.397461
1501622649488666,0.680664,-0.628418,0.391113
1501622649510658,0.675781,-0.631348,0.396484
1501622649534701,0.681152,-0.640137,0.396484
1501622649562722,0.673828,-0.634766,0.39209
1501622649573705,0.677246,-0.634766,0.390625
1501622649592725,0.67627,-0.631348,0.388672
1501622649607752,0.675293,-0.63623,0.39502
1501622649630744,0.678711,-0.629883,0.39209
1501622649652850,0.677734,-0.633789,0.391602
1501622649666872,0.677246,-0.628906,0.387207
1501622649691002,0.680664,-0.624023,0.391113
1501622649713045,0.677734,-0.620605,0.383301
1501622649727054,0.683594,-0.632813,0.394043
1501622649750074,0.680176,-0.628906,0.393555
1501622649773056,0.673828,-0.634277,0.391113
1501622649787070,0.676758,-0.628906,0.394531
1501622649810228,0.679688,-0.630371,0.39209
1501622649833246,0.679688,-0.632324,0.388672
1501622649849212,0.682129,-0.636719,0.392578
1501622649870218,0.678223,-0.631348,0.388672
1501622649893287,0.67627,-0.631836,0.390137
1501622649907379,0.67627,-0.633301,0.397949
1501622649930399,0.674805,-0.632813,0.395508
1501622649953412,0.674316,-0.634766,0.38916
1501622649967452,0.680176,-0.625,0.387207
1501622649989411,0.676758,-0.627441,0.387695
1501622650013456,0.681152,-0.626465,0.383789
1501622650027496,0.674805,-0.634277,0.396484
1501622650049511,0.67627,-0.633789,0.388184
1501622650073495,0.676758,-0.634277,0.389648
1501622650087520,0.675293,-0.624023,0.387695
1501622650109492,0.677246,-0.631836,0.388672
1501622650133540,0.674316,-0.637207,0.38916
1501622650147520,0.675781,-0.633789,0.396973
1501622650169594,0.676758,-0.635742,0.39502
1501622650192613,0.676758,-0.628906,0.38916
1501622650207589,0.673828,-0.632813,0.386719
1501622650229638,0.678223,-0.629883,0.387695
1501622650252654,0.676758,-0.629395,0.395508
1501622650268635,0.672363,-0.629395,0.385254
1501622650289648,0.678223,-0.630371,0.390625
1501622650312642,0.675781,-0.623047,0.388672
1501622650328678,0.675781,-0.628906,0.389648
1501622650349722,0.676758,-0.630371,0.39209
1501622650372706,0.670898,-0.630371,0.38916
1501622650388689,0.675781,-0.634766,0.388184
1501622650409764,0.676758,-0.63916,0.394043
1501622650432781,0.674316,-0.631348,0.394043
1501622650448761,0.675293,-0.633301,0.391113
1501622650469806,0.677246,-0.629883,0.390137
1501622650492824,0.682617,-0.631836,0.385742
1501622650515806,0.67627,-0.631836,0.393066
1501622650529963,0.675781,-0.628418,0.386719
