timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1501624227492223,-5,-10,-5,-3,14,8,9,5
1501624227492223,-1,2,-2,7,19,20,-37,-6
1501624227493234,1,-1,-1,0,-12,-8,7,-5
1501624227493234,1,1,-1,-4,-15,-18,-26,-1
1501624227494233,-8,-8,-3,-2,0,-10,-26,-2
1501624227494233,2,-5,-6,-7,-14,-12,13,6
1501624227494233,2,7,3,1,-2,-3,19,6
1501624227494233,-6,-1,-3,-3,-6,-7,-13,-5
1501624227505263,5,3,4,5,7,12,1,4
1501624227505263,1,-1,-4,-4,-25,-16,8,4
1501624227515272,1,-8,-2,1,17,21,-18,0
1501624227515272,2,7,1,-2,-14,-17,-8,13
1501624227520274,2,7,1,-3,-6,9,18,-8
1501624227520274,-5,-6,-3,0,13,11,-7,1
1501624227536286,5,4,1,-6,-24,-27,3,2
1501624227536286,-6,-11,-7,-1,18,18,12,-5
1501624227544323,0,-3,-1,-1,-1,4,-12,-4
1501624227544323,4,7,2,-4,-7,-24,0,1
1501624227550323,-4,-4,-6,-2,-7,2,26,1
1501624227550323,-12,-2,4,1,8,9,-24,-9
1501624227565334,5,4,-1,5,8,2,-3,2
1501624227565334,0,1,1,0,-7,-11,3,-8
1501624227574344,-3,2,3,-1,-2,-9,-17,-1
1501624227574344,-2,-5,-5,-4,13,14,5,0
1501624227613341,-6,-11,-1,2,1,6,-4,-4
1501624227613341,-1,1,-1,-1,-6,-3,-8,-4
1501624227614339,-7,9,0,-5,-16,-13,13,-2
1501624227614339,10,0,1,3,11,8,-45,7
1501624227615318,-14,2,-1,-4,-17,-21,39,-1
1501624227615318,1,-3,-2,3,41,45,-4,-4
1501624227618373,-1,-8,-3,-3,-23,-11,7,6
1501624227618373,1,1,4,3,5,-4,2,2
1501624227625357,1,2,0,1,10,-1,-18,-1
1501624227625357,-2,-3,-3,-4,-31,-23,-5,-2
1501624227632352,-2,-7,3,6,36,19,-13,-4
1501624227632352,-1,5,-3,-3,1,5,17,-8
1501624227641361,3,-1,0,-1,4,5,-24,3
1501624227641361,4,5,1,2,2,-15,-8,8
1501624227656372,1,2,-4,1,22,15,-12,-6
1501624227656372,-1,-5,1,0,-17,6,26,-3
1501624227662405,0,1,0,0,6,3,-27,-8
1501624227662405,-13,-8,-7,-8,-19,-17,-19,-7
1501624227670446,0,-3,-1,2,18,18,14,1
1501624227670446,-5,-1,-4,-6,-1,-4,-15,1
1501624227685456,4,3,-4,-2,-11,-13,9,-4
1501624227685456,2,4,2,-1,-6,-4,-4,-3
1501624227692521,-8,1,3,1,2,10,-4,1
1501624227692521,3,-1,-4,-5,-15,-6,25,0
1501624227701499,0,-8,-2,-2,3,5,-4,0
1501624227701499,-4,-1,-1,-4,-29,-31,-12,-7
1501624227715539,5,3,1,1,19,19,17,7
1501624227715539,-1,-1,2,3,23,16,-23,-3
1501624227722490,2,0,-3,-3,-6,11,28,0
1501624227722490,2,-4,-3,-1,-1,5,43,5
1501624227730548,-3,-5,-3,-6,-32,-35,8,3
1501624227730548,11,4,5,1,8,9,8,0
1501624227745561,4,4,-7,-9,-5,-5,-10,7
1501624227745561,0,0,-1,2,3,0,-14,-3
1501624227752509,-1,-2,-1,1,-15,3,52,-3
1501624227752509,-2,-3,-1,-3,-16,-15,-22,-5
1501624227761541,2,-2,2,5,23,26,11,1
1501624227761541,4,3,2,0,-2,3,16,3
1501624227775692,-11,-5,-2,-3,-5,-15,-22,-5
1501624227775692,-7,0,-4,-3,-14,-15,-15,3
1501624227782699,-3,-3,0,0,-19,-21,-17,-2
1501624227782699,3,12,4,6,32,23,17,0
