timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1501624478796936,-22,-10,-3,-2,-5,-14,-21,-17
1501624478796936,26,12,2,1,1,15,30,39
1501624478796936,-7,-5,-3,-2,1,-3,-8,-8
1501624478796936,2,3,0,-1,-17,-7,0,-13
1501624478797911,-1,2,-4,-3,15,7,9,-5
1501624478797911,-7,-6,2,4,-5,-13,-33,-11
1501624478798937,3,2,1,2,0,-7,-7,11
1501624478798937,-4,-3,0,2,29,12,24,-10
1501624478809975,-4,-9,-4,-5,-21,-3,-8,-5
1501624478809975,0,4,-1,-2,-5,1,7,-6
1501624478817953,8,2,-3,-2,-5,-2,6,-9
1501624478817953,-8,-2,-1,1,5,-4,-26,22
1501624478824986,2,2,1,2,6,-5,-3,1
1501624478824986,5,0,1,-1,4,21,53,26
1501624478839997,-13,-7,-4,-2,-14,-4,2,-14
1501624478839997,10,0,-5,-7,-18,-8,-32,15
1501624478848944,12,4,-1,1,-2,-5,15,-5
1501624478848944,-5,-4,-3,-1,0,-15,5,12
1501624478855005,-4,2,-2,-2,8,11,3,-8
1501624478855005,5,4,2,-1,-14,0,-4,-7
1501624478870130,6,4,-1,-2,-11,-5,13,40
1501624478870130,-8,2,1,0,6,-2,-9,-21
1501624478878106,0,-5,0,1,-2,0,8,-3
1501624478878106,-1,0,-3,-3,-6,-9,1,-3
1501624478918110,-2,-5,-4,-6,-13,1,19,-2
1501624478918110,1,-1,0,4,11,13,-8,-28
1501624478919135,-2,0,0,-2,-3,4,23,12
1501624478919135,-10,-9,-2,0,-1,7,2,-14
1501624478919135,2,8,-2,-4,-3,-16,-5,-14
1501624478919135,-22,-6,-2,-3,-11,3,1,-10
1501624478922171,19,6,0,-1,5,6,-5,-8
1501624478922171,-11,-7,-2,0,-4,-4,8,3
1501624478930113,12,-1,0,0,-1,-23,-11,-8
1501624478930113,3,1,-2,-3,-1,9,23,9
1501624478937179,-6,-10,-5,-4,-14,-15,-15,15
1501624478937179,3,2,0,-2,14,27,9,-18
1501624478944124,2,-4,-2,-2,-22,-23,-21,12
1501624478944124,-4,-2,2,2,44,13,-24,7
1501624478959195,2,0,2,3,-4,0,20,-2
1501624478959195,5,4,-4,-7,-26,-23,-7,4
1501624478967171,-15,3,2,1,11,38,21,-9
1501624478967171,10,2,4,3,-17,-21,-8,7
1501624478974206,4,2,-1,-2,-13,-30,-49,6
1501624478974206,-6,-1,3,4,10,32,33,6
